"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1358","Проверка отображения блока со статистикой","","Mon May 05 09:38:52 GMT 2025","passed","Mon May 05 09:38:53 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1140","Отображение элементов заголовочной строки поиска","","Mon May 05 09:38:58 GMT 2025","passed","Mon May 05 09:38:59 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","975","Проверка колонки с основной информацией","","Mon May 05 09:38:49 GMT 2025","passed","Mon May 05 09:38:50 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1193","Проверка блока с информацией о погоде на следующий день","","Mon May 05 09:38:48 GMT 2025","passed","Mon May 05 09:38:49 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1362","Изменение параметра в статистике за три дня","","Mon May 05 09:38:50 GMT 2025","passed","Mon May 05 09:38:52 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","15164","Открытие GitHub по нажатию на Support Project","","Mon May 05 09:38:32 GMT 2025","passed","Mon May 05 09:38:47 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1187","Проверка кликабельности кнопки изменения темы","","Mon May 05 09:38:47 GMT 2025","passed","Mon May 05 09:38:48 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","10832","Ввод текста в строки поиска","","Mon May 05 09:38:59 GMT 2025","passed","Mon May 05 09:39:10 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1174","Изменение параметра в статистике за 10 дней","","Mon May 05 09:38:54 GMT 2025","passed","Mon May 05 09:38:55 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","2978","Проверка вызовов методов при поиски погоды в городе","","Mon May 05 09:38:55 GMT 2025","passed","Mon May 05 09:38:58 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1231","Проверка блока с подробной информацией","","Mon May 05 09:38:53 GMT 2025","passed","Mon May 05 09:38:54 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
